"item_title","item_link","item_description","item_pub_date","item_guid"
"Kamerbrief over voortgang ratificatie VN-Verdrag Handicap en Verdrag van Istanbul Caribisch Nederland","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/03/kamerbrief-over-voortgang-ratificatie-vn-verdrag-handicap-en-verdrag-van-istanbul-caribisch-nederland","Staatssecretaris Tielen (Jeugd, Preventie en Sport) informeert de Tweede Kamer over de voortgang van de ratificatie voor Bonaire, Sint Eustatius en Saba van het Verdrag inzake de rechten van personen met een handicap. Tevens gaat de brief over de voortgang van de ratificatie van het Verdrag van de Raad van Europa inzake het voorkómen en bestrijden van geweld tegen vrouwen en huiselijk geweld voor Caribisch Nederland.Kamerbrief over voortgang ratificatie VN-Verdrag Handicap en Verdrag van Istanbul Caribisch Nederland",2026-02-26 16:21:54,"bc87c827-45fc-48dd-b217-e2b50a649432"
"Kamerbrief over manifest ‘Pakket van de Waarheid’ ","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/03/kamerbrief-over-inzake-3-den-manifest-pakket-van-de-waarheid","Staatssecretaris Tielen (Jeugd, Preventie en Sport) stuurt de Tweede Kamer een reactie op het manifest ‘Pakket van de Waarheid’. Dit manifest is van de Vrije Keuze Coalitie (VKC). Kamerbrief over manifest ‘Pakket van de Waarheid’",2026-02-26 15:26:47,"fcadb5ef-b6d0-4ee3-bd58-80a2c5f0407f"
"Uitstelbrief antwoorden Kamervragen over het bericht 'Extra geld voor de holocausteducatie via de CJP Cultuurkaart'","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/26/uitstelbrief-antwoorden-kamervragen-over-het-bericht-extra-geld-voor-de-holocausteducatie-via-de-cjp-cultuurkaart","Uitstelbrief antwoorden Kamervragen over het bericht 'Extra geld voor de holocausteducatie via de CJP Cultuurkaart'",2026-02-26 15:18:36,"86b0503c-a4ee-4170-a0a9-df5e9acec37c"
"Kamerbrief over plan van aanpak Regiegroep Aanpak Regeldruk ","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/03/kamerbrief-over-plan-van-aanpak-regiegroep-aanpak-regeldruk-en-werkagenda-s","Minister Bruijn (VWS) informeert de Tweede Kamer over het plan van aanpak om regeldruk in de zorg te verminderen. Het plan van aanpak is van de Regiegroep Aanpak Regeldruk. Kamerbrief over plan van aanpak Regiegroep Aanpak Regeldruk",2026-02-26 14:10:27,"a45437ab-69e1-4263-80fe-2c9647b12547"
"Antwoorden vragen so over informele EU Gezondheidsraad op 25 en 26 februari 2026 ","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/20/kamerbrief-over-so-inbreng-inzake-informele-eu-gezondheidsraad-op-25-en-26-februari-2026","Minister Bruijn (VWS) geeft antwoorden op de vragen uit het schriftelijk overleg (so) over de informele Gezondheidsraad van de Europese Unie (EU) van 25 en 26 februari 2026. De vaste Tweede Kamercommissie voor Volksgezondheid, Welzijn en Sport VWS) had de vragen gesteld.Antwoorden vragen so over informele EU Gezondheidsraad op 25 en 26 februari 2026",2026-02-26 14:08:32,"9aad94f6-266e-44e1-aff0-451e92460de9"
"Antwoorden op Kamervragen over agressie in de zorg","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/01/19/beantwoording-kamervragen-over-agressie-in-de-zorg","Minister Bruijn (VWS) geeft antwoord op vragen over de waarneming dat agressie in de zorg vaker voorkomt bij migrantenfamilies. Het Tweede Kamerlid Van Houwelingen (FVD) had de vragen gesteld.Antwoorden op Kamervragen over agressie in de zorg",2026-02-26 10:29:10,"f32320fd-c2f5-4125-972d-7b47451dd691"
"Uitstelbrief antwoorden Kamervragen over het bericht ‘Plotseling sluit zorgvilla van Fenna (2), kosten te hoog en problemen met bezetting’ ","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/25/uitstelbrief-antwoorden-kamervragen-over-het-bericht-plotseling-sluit-zorgvilla-van-fenna-2-kosten-te-hoog-en-problemen-met-bezetting","Uitstelbrief antwoorden Kamervragen over het bericht ‘Plotseling sluit zorgvilla van Fenna (2), kosten te hoog en problemen met bezetting’",2026-02-25 15:28:53,"0d7ebd33-12be-4cf3-b5db-06fee4eac3bd"
"Kamerbrief over ontwikkeling investeringsmodel preventie","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/16/kamerbrief-inzake-afwegingskader-en-overige-ontwikkeling-investeringsmodel-preventie","Staatssecretaris Tielen (Jeugd, Preventie en Sport) informeert de Tweede kamer over de voortgang van ontwikkelingen rondom het investeringsmodel. Ze gaat hierbij is op passend bewijs voor preventie, het afwegingskader, de financiële besluitvorming en monitoring en evaluatie. Kamerbrief over ontwikkeling investeringsmodel preventie",2026-02-25 14:28:46,"fe125701-d2e5-4cb7-b82a-3d71fd0ef633"
"Antwoorden op vragen so over Hoofdzaak Advies voorkomen hersenletsel bij sport","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/16/kamerbrief-over-schriftelijk-overleg-so-inzake-hoofdzaak-advies-om-hersenletsel-door-sport-te-voorkomen","Staatssecretaris Tielen (Jeugd, Preventie en Sport) geeft antwoord op vragen uit het Schriftelijk Overleg (SO) over Hoofdzaak Advies rondom de maatregelen en het voorkomen van hersenletsel bij sport. De vaste Commissie voor Volksgezondheid, Welzijn en Sport heeft de vragen gesteld  Antwoorden op vragen so over Hoofdzaak Advies voorkomen hersenletsel bij sport",2026-02-25 14:28:13,"23d48390-915a-4882-8f6d-a4f68186da75"
"Antwoorden op Kamervragen over burgerinitiatief 'My Voice, My Choice'","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/03/antwoorden-op-kamervragen-over-de-stemming-in-het-europees-parlement-over-het-burgerinitiatief-my-voice-my-choice","Staatssecretaris Tielen (Jeugd, Preventie en Sport) geeft antwoord op vragen over de stemming in het Europees Parlement over het burgerinitiatief 'My Voice, My Choice'. Het Tweede Kamerlid Van Dijk (SGP) had de vragen gesteld.Antwoorden op Kamervragen over burgerinitiatief 'My Voice, My Choice'",2026-02-25 12:50:19,"911c0c73-e077-492c-a04c-240db97f42b3"
