"item_title","item_link","item_description","item_pub_date","item_guid"
"Beantwoording Kamervragen over het bericht 'Ernstige misstanden in horrorverpleeghuis, alle seinen op rood 'Mensen smeken erom dood te mogen gaan'","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/02/beantwoording-kamervragen-over-het-bericht-ernstige-misstanden-in-horrorverpleeghuis-alle-seinen-op-rood-mensen-smeken-erom-dood-te-mogen-gaan","Beantwoording Kamervragen over het bericht 'Ernstige misstanden in horrorverpleeghuis, alle seinen op rood 'Mensen smeken erom dood te mogen gaan'",2026-04-02 09:34:21,"cdf7fd7f-182d-424a-9011-f7c713d76f3c"
"Beantwoording Kamervragen over het artikel 'Ernstige misstanden in horrorverpleeghuis, alle seinen op rood 'Mensen smeken erom dood te mogen gaan'","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/02/beantwoording-kamervragen-over-het-artikel-ernstige-misstanden-in-horrorverpleeghuis-alle-seinen-op-rood-mensen-smeken-erom-dood-te-mogen-gaan","Beantwoording Kamervragen over het artikel 'Ernstige misstanden in horrorverpleeghuis, alle seinen op rood 'Mensen smeken erom dood te mogen gaan'",2026-04-02 09:32:24,"f60ca857-08ad-4a19-bd62-7b6bb94d77a2"
"Antwoorden op Kamervragen over het dwingen tot het dragen van een mondkapje","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/02/antwoorden-op-kamervragen-over-het-dwingen-tot-het-dragen-van-een-mondkapje","Antwoorden op Kamervragen over het dwingen tot het dragen van een mondkapje",2026-04-02 09:31:09,"c6861fc0-6d94-4831-a66c-50643fd9360b"
"Uitstelbrief antwoorden Kamervragen over het bericht ‘Opnieuw asbestzand te koop bij Bol.com, webwinkel stopt verkoop van speelzand helemaal’","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/02/uitstelbrief-antwoorden-kamervragen-over-het-bericht-opnieuw-asbestzand-te-koop-bij-bol-com-webwinkel-stopt-verkoop-van-speelzand-helemaal","Uitstelbrief antwoorden Kamervragen over het bericht ‘Opnieuw asbestzand te koop bij Bol.com, webwinkel stopt verkoop van speelzand helemaal’",2026-04-02 08:48:27,"e43c8bc9-c552-4828-b847-83dced4cc581"
"Kamerbrief over Voorhangbrief aanwijzing beschikbaarheidbijdrage (medische) vervolgopleidingen 2024 en 2025","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/02/kamerbrief-over-voorhangbrief-aanwijzing-beschikbaarheidbijdrage-medische-vervolgopleidingen-2024-en-2025","De Eerste Kamer heeft eenzelfde brief gekregen.Kamerbrief over Voorhangbrief aanwijzing beschikbaarheidbijdrage (medische) vervolgopleidingen 2024 en 2025",2026-04-02 07:49:10,"a4540de0-c18b-4986-9e48-9facc677d849"
"Kamerbrief over uitstel Harbersbrief Periodieke Rapportage Maatschappelijke Ondersteuning 2026","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/03/kamerbrief-over-260224-uitstel-harbersbrief-maatschappelijke-ondersteuning-2026","Minister Sterk (Langdurige Zorg,  Jeugd en Sport) informeert de Tweede Kamer over het uitstel van toezending van de de Harbersbrief voor de Periodieke Rapportage Maatschappelijke Ondersteuning 2026.Kamerbrief over uitstel Harbersbrief Periodieke Rapportage Maatschappelijke Ondersteuning 2026",2026-04-02 07:33:24,"2cdfacae-1d42-4b0a-9fe2-cccbb5dc2f42"
"Kamerbrief over stand van zaken neonatale hielprikscreening","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/01/28/kamerbrief-over-stand-van-zaken-neonatale-hielprikscreening","Staatssecretaris Tielen (Jeugd, Preventie en Sport) informeert de Tweede Kamer over de stand van zaken en ontwikkelingen rondom de neonatale hielprikscreening.Kamerbrief over stand van zaken neonatale hielprikscreening",2026-04-02 07:01:36,"e064e498-99e5-490e-ba83-3db873284d5f"
"Kamerbrief over stand van zaken geboortezorg","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/01/kamerbrief-over-stand-van-zaken-geboortezorg","Minister Hermans (VWS) informeert de Tweede Kamer over de stand van zaken in de geboortezorg. Eenzelfde brief is ook aan de Eerste Kamer gestuurd.Kamerbrief over stand van zaken geboortezorg",2026-04-02 06:57:15,"82f61adb-e0f6-4b1a-b014-4a98943ba3c4"
"Kamerbrief over voortgang beschikbaarheid geneesmiddelen","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/01/kamerbrief-over-voortgangsbrief-beschikbaarheid-geneesmiddelen","Minister Hermans (VWS) informeert de Tweede Kamer over de voortgang van acties ter verbetering van de beschikbaarheid van geneesmiddelen.Kamerbrief over voortgang beschikbaarheid geneesmiddelen",2026-04-01 15:25:34,"05920313-23d1-46b4-a2dc-69f54bda62cb"
"Antwoorden op Kamervragen over bericht 'Jongeren met psychische problemen overlijden in hospice'","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/30/antwoorden-op-kamervragen-over-het-bericht-jonge-mensen-met-psychische-problemen-overlijden-in-hospice-door-stoppen-met-eten-en-drinken-heel-erg-zorgelijk","Minister Sterk (Langdurige Zorg, Jeugd en Sport) geeft antwoord op vragen over het bericht 'Jonge mensen met psychische problemen overlijden in hospice door stoppen met eten en drinken: ""Heel erg zorgelijk""'. Het Tweede Kamerlid Westerveld (GL-PvdA) had de vragen gesteld.Antwoorden op Kamervragen over bericht 'Jongeren met psychische problemen overlijden in hospice'",2026-04-01 12:09:03,"9736308c-86e5-4b62-b704-dcd0584ac634"
"Kamerbrief over Stand van zaken Villa ExpertCare en vervolg","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/01/kamerbrief-over-stand-van-zaken-villa-expertcare-en-vervolg","Kamerbrief over Stand van zaken Villa ExpertCare en vervolg",2026-04-01 11:00:16,"de300ef9-0074-4e02-b05a-3c449826e78f"
"Kamerbrief over zeggenschap 2026","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/01/26/kamerbrief-over-zeggenschap-2026","Minister Bruijn (VWS) informeert de Tweede Kamer over de wijze waarop het ministerie van Volksgezondheid, Welzijn en Sport (VWS) de transitie naar meer zeggenschap tijdelijk ondersteunt.Kamerbrief over zeggenschap 2026",2026-04-01 10:53:57,"7808194d-101a-41b1-b93d-cb74b15a3dbc"
"Kamerbrief over het SER-adviesrapport ‘Mantelzorg en werk in een zorgzame samenleving Een integrale aanpak voor een werkende combinatie’ voorafgegaan door een kabinetsreactie","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/01/kamerbrief-over-het-ser-adviesrapport-mantelzorg-en-werk-in-een-zorgzame-samenleving-een-integrale-aanpak-voor-een-werkende-combinatie-voorafgegaan-door-een-kabinetsreactie","Kamerbrief over het SER-adviesrapport ‘Mantelzorg en werk in een zorgzame samenleving Een integrale aanpak voor een werkende combinatie’ voorafgegaan door een kabinetsreactie",2026-04-01 10:03:57,"f067d49e-90eb-4149-a882-52a0a9e75d2d"
"Kamerbrief over Samenvattend rapport Zvw NZa 2025","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/01/kamerbrief-over-samenvattend-rapport-zvw-nza-2025","Kamerbrief over Samenvattend rapport Zvw NZa 2025",2026-04-01 09:57:05,"903ebc3e-b66e-41f2-9ed8-cfacf9315ecc"
"Kamerbrief appreciatie motie over parlementaire opvolging zorgplicht","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/31/kamerbrief-over-appreciatie-motie-van-het-lid-claassen-over-parlementaire-opvolging-zorgplicht","Minister Hermans (VWS) stuurt de Tweede Kamer haar appreciatie (reactie) op de motie over de parlementaire opvolging zorgplicht. De motie is ingediend door het Kamerlid Claassen (Groep Markuszower).Kamerbrief appreciatie motie over parlementaire opvolging zorgplicht",2026-04-01 07:52:23,"fb0f4c62-08fc-4d80-a18b-492e7ab7da82"
"Aanbiedingsbrief accountantsrapport bij tweede basisrapportage PALLAS-nieuwbouwprogramma","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/01/21/adr-accountantsrapport-bij-de-basisrapportage-pallas-nieuwbouwprogramma","Minister Bruijn (VWS) stuurt de Tweede Kamer het accountantsrapport van de Auditdienst Rijk bij de tweede basisrapportage van het PALLAS-nieuwbouwprogramma. Doel van het PALLAS-programma is de bouw van een nieuwe reactor voor medische isotopen.Aanbiedingsbrief accountantsrapport bij tweede basisrapportage PALLAS-nieuwbouwprogramma",2026-03-31 15:29:33,"bcb577f6-cf1d-47d0-a017-0b27e7642ba8"
"Aanbiedingsbrief nota's en toetsen wetsvoorstel Verzamelwet gegevensverwerking VWS II.b","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/01/21/kamerbrief-inzake-verzamelwet-gegevensverwerking-vws-ii-b-nota-naar-aanleiding-van-het-verslag-en-nota-van-wijziging","Minister Bruijn (VWS) stuurt de Tweede Kamer de nota naar aanleiding van het verslag en een nota van wijziging over het voorstel van wet tot wijziging van een aantal wetten op het terrein van het ministerie van Volksgezondheid, Welzijn en Sport om de grondslag voor gegevensverwerkingen te verstevigen en enkele andere wijzigingen (Verzamelwet gegevensverwerking VWS II.b). Ook stuurt de minister een uitvoeringstoets en enkele adviezen over het wetsvoorstel mee.Aanbiedingsbrief nota's en toetsen wetsvoorstel Verzamelwet gegevensverwerking VWS II.b",2026-03-31 14:54:24,"2f65b410-b3dd-47b0-988e-d3905b5c63f3"
"Nota van wijziging wetsvoorstel Verzamelwet gegevensverwerking VWS II.b","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/01/21/nota-van-wijziging-en-toelichting","Wijziging van het voorstel van wet tot wijziging van een aantal wetten op het terrein van het ministerie van Volksgezondheid, Welzijn en Sport om de grondslag voor gegevensverwerkingen te verstevigen en enkele andere wijzigingen (Verzamelwet gegevensverwerking VWS II.b). In dit document vindt u ook een toelichting op de wijzigingen.Nota van wijziging wetsvoorstel Verzamelwet gegevensverwerking VWS II.b",2026-03-31 14:54:24,"a2c317cd-bbf0-4b64-9563-f75222c0647d"
"Nota naar aanleiding van verslag wetsvoorstel Verzamelwet gegevensverwerking VWS II.b","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/01/21/nota-n-a-v-verslag","Minister Bruijn (VWS) geeft antwoord op vragen over het voorstel van wet tot wijziging van een aantal wetten op het terrein van het ministerie van Volksgezondheid, Welzijn en Sport om de grondslag voor gegevensverwerkingen te verstevigen en enkele andere wijzigingen (Verzamelwet gegevensverwerking VWS II.b). De Tweede Kamerfracties van PVV, GroenLinks-PvdA, VVD, NSC, D66, BBB, CDA en SP hebben deze vragen gesteld.Nota naar aanleiding van verslag wetsvoorstel Verzamelwet gegevensverwerking VWS II.b",2026-03-31 14:54:23,"394911a2-ed5b-4a07-8d9d-1b71b5efeff9"
"Kamerbrief inzake 3-den; petitie 'Verbeter de zorg voor mensen met een beperking'","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/31/kamerbrief-inzake-3-den-petitie-verbeter-de-zorg-voor-mensen-met-een-beperking","Kamerbrief inzake 3-den; petitie 'Verbeter de zorg voor mensen met een beperking'",2026-03-31 14:47:48,"b33a922a-60e4-4b6c-b52c-3c591ef7696d"
