"item_title","item_link","item_description","item_pub_date","item_guid"
"Antwoorden op Kamervragen over gegevens HoNOS+ vragenlijst","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/01/15/antwoorden-op-kamervragen-over-het-bericht-gegevens-honos-vragenlijst-niet-met-terugwerkende-kracht-verwijderd-en-de-bijbehorende-radio-uitzending-over-dit-onderwerp-van-argos-op-zaterdag-25-november-jongstleden","Minister Helder (VWS) geeft antwoord op vragen over het bericht ‘Gegevens HoNOS+ vragenlijst niet met terugwerkende kracht verwijderd’. Het Tweede Kamerlid Dijk (SP) heeft deze vragen gesteld.Antwoorden op Kamervragen over gegevens HoNOS+ vragenlijst",2024-01-15 18:01:43,"6c214ae6-d1ba-496b-a988-08807f004ce7"
"Aanbiedingsbrief ontwerpbesluit wijziging lijst I Opiumwet","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/01/15/kamerbrief-over-ontwerpbesluit-houdende-wijziging-van-lijst-i-behorende-bij-de-opiumwet-in-verband-met-plaatsing-van-enkele-stoffen-op-deze-lijst-en-verplaatsing-van-het-middel-3-mmc-van-lijst-ii","Minister Helder (VWS) stuurt de Tweede Kamer het ontwerpbesluit met een wijziging van lijst I bij de Opiumwet in verband met plaatsing van enkele stoffen op deze lijst en verplaatsing van het middel 3-MMC van lijst II naar lijst I. De Eerste Kamer heeft eenzelfde brief gekregen.Aanbiedingsbrief ontwerpbesluit wijziging lijst I Opiumwet",2024-01-15 17:57:02,"b7fd91e1-1a78-4bcf-942e-b9ea928533db"
"Antwoorden op Kamervragen over het niet doorgaan van amateur wielrenwedstrijden","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/01/15/antwoorden-op-kamervragen-over-het-niet-doorgaan-van-amateur-wielrenwedstrijden","Minister Helder (VWS) geeft antwoord op vragen over het niet doorgaan van amateur wielrenwedstrijden. De Tweede Kamerleden Van den Brink, Krul en Inge van Dijk (allen CDA) hebben de vragen gesteld.Antwoorden op Kamervragen over het niet doorgaan van amateur wielrenwedstrijden",2024-01-15 17:01:25,"0368aca1-0b70-446f-abe0-b1ff0e0a1bad"
"Antwoorden op Kamervragen over het artikel ‘Politie stopt met motoragenten bij wielerkoersen. 'Met deze beslissing trekken ze stekker uit noordelijke wielerwedstrijden'","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/01/15/antwoorden-op-kamervragen-over-het-artikel-politie-stopt-met-motoragenten-bij-wielerkoersen-met-deze-beslissing-trekken-ze-stekker-uit-noordelijke-wielerwedstrijden","Minister Helder (VWS) geeft antwoord op vragen over het artikel ‘Politie stopt met motoragenten bij wielerkoersen. 'Met deze beslissing trekken ze stekker uit noordelijke wielerwedstrijden'. Het Tweede Kamerlid Rudmer Heerema (VVD) heeft de vragen gesteld.Antwoorden op Kamervragen over het artikel ‘Politie stopt met motoragenten bij wielerkoersen. 'Met deze beslissing trekken ze stekker uit noordelijke wielerwedstrijden'",2024-01-15 16:53:12,"d7875a38-8546-4ab5-8723-9b3504d5c6a9"
"Kamerbrief over reactie op het amendement Helder (nr. 22) bij de Wijziging van de Opiumwet in verband met het toevoegen van een derde lijst met als doel het tegengaan van de productie van en de handel in nieuwe psychoactieve stoffen en enkele andere wijzigingen","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/01/15/kamerbrief-over-reactie-op-het-amendement-helder-nr-22-bij-de-wijziging-van-de-opiumwet-in-verband-met-het-toevoegen-van-een-derde-lijst-met-als-doel-het-tegengaan-van-de-productie-van-en-de-handel-in-nieuwe-psychoactieve-stoffen-en-enkele-andere-wijzigingen","Kamerbrief over reactie op het amendement Helder (nr. 22) bij de Wijziging van de Opiumwet in verband met het toevoegen van een derde lijst met als doel het tegengaan van de productie van en de handel in nieuwe psychoactieve stoffen en enkele andere wijzigingen",2024-01-15 16:30:26,"2be50e0c-4288-41c0-9094-d897a2833783"
"Antwoorden op Kamervragen over de uitnodiging voor coronavaccinatie en de volledigheid van de informatie daarin","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/01/15/antwoorden-op-kamervragen-over-de-uitnodiging-voor-coronavaccinatie-en-de-volledigheid-van-de-informatie-daarin","Antwoorden op Kamervragen over de uitnodiging voor coronavaccinatie en de volledigheid van de informatie daarin",2024-01-15 16:24:45,"8b6869a7-78e1-4893-99ac-1e915c5876bc"
"Kamerbrief over Kamervragen inzake advies RIVM over Wet publieke gezondheid","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/01/15/kamerbrief-over-kamervragen-inzake-advies-rivm-over-wet-publieke-gezondheid","Kamerbrief over Kamervragen inzake advies RIVM over Wet publieke gezondheid",2024-01-15 16:10:45,"7b1a4d4b-789e-4245-86bc-ebdeb24ccab6"
"Kamerbrief over reactie op NCad adviesrapport over de beschikbaarheid van menselijk weefsel voor onderzoek en onderwijs","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/01/15/kamerbrief-over-reactie-op-ncad-adviesrapport-over-de-beschikbaarheid-van-menselijk-weefsel-voor-onderzoek-en-onderwijs","Kamerbrief over reactie op NCad adviesrapport over de beschikbaarheid van menselijk weefsel voor onderzoek en onderwijs",2024-01-15 16:10:00,"022d09f9-09eb-4e97-8a4c-5a9c16291194"
"Antwoorden op Kamervragen over de noodzaak van ondersteuning voor sportverenigingen en -accommodaties ","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/01/15/antwoorden-op-kamervragen-over-de-noodzaak-van-ondersteuning-voor-sportverenigingen-en-accommodaties","Minister Helder (VWS) geeft antwoord op vragen over de noodzaak van ondersteuning voor sportverenigingen en – accommodaties. Het Tweede Kamerlid Mohandis (GroenLinksPvdA) heeft de vragen gesteld.Antwoorden op Kamervragen over de noodzaak van ondersteuning voor sportverenigingen en -accommodaties",2024-01-15 16:01:11,"cf91f2ee-9f72-4d22-af1d-3a94be8ec8fc"
"Antwoorden op Kamervragen over beleid voor mensen met een beperking ","https://www.rijksoverheid.nl/documenten/kamerstukken/2024/01/15/antwoorden-op-kamervragen-over-beleid-voor-mensen-met-een-beperking","Minister Helder (VWS) geeft antwoord op vragen over beleid voor mensen met een beperking. Het Tweede Kamerlid Westerveld (GroenLinks-PvdA) heeft deze vragen gesteld.Antwoorden op Kamervragen over beleid voor mensen met een beperking",2024-01-15 15:26:45,"7449a1ad-b714-4ef5-aa19-489132d97950"
