"item_title","item_link","item_description","item_pub_date","item_guid"
"Kamerbrief over Beleidsreactie advies Gezondheidsraad over COVID-19-vaccinatie 2026-2027","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/10/kamerbrief-over-beleidsreactie-advies-gezondheidsraad-over-covid-19-vaccinatie-2026-2027","Kamerbrief over Beleidsreactie advies Gezondheidsraad over COVID-19-vaccinatie 2026-2027",2026-03-10 10:04:38,"3c319cf8-6fb7-4729-88e9-38808054aeda"
"Antwoorden op Kamervragen over bericht ‘Plotseling sluit zorgvilla van Fenna (2)’ ","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/02/antwoorden-op-kamervragen-over-het-bericht-plotseling-sluit-zorgvilla-van-fenna-2-kosten-te-hoog-en-problemen-met-bezetting","Minister Sterk (Langdurige Zorg, Jeugd en Sport) geeft antwoord op vragen over het bericht ‘Plotseling sluit zorgvilla van Fenna (2), kosten te hoog en problemen met bezetting’. Het Tweede Kamerlid Maeijer (PVV) had de vragen gesteld.Antwoorden op Kamervragen over bericht ‘Plotseling sluit zorgvilla van Fenna (2)’",2026-03-10 09:50:54,"b1bfe451-18b7-4f03-8940-939e1fc8446d"
"Kamerbrief over voorkomen onnodige verzwaring zorgvraag van mensen met een beperking ","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/17/plan-van-aanpak-voorkomen-onnodige-verzwaring-zorgvraag-van-mensen-met-een-beperking","Staatssecretaris Pouw-Verweij (Langdurige en Maatschappelijke Zorg) stuurt de Tweede Kamer het plan van aanpak over het voorkomen van onnodige verzwaring van de zorgvraag van mensen met een beperking. Kamerbrief over voorkomen onnodige verzwaring zorgvraag van mensen met een beperking",2026-03-10 09:26:05,"8ca6ccba-3fd5-4fc3-a851-43d40bc43c14"
"Kamerbrief over Voorhang verlenging van Subsidieregeling palliatieve terminale zorg en geestelijke verzorging thuis","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/09/kamerbrief-over-voorhang-verlenging-van-subsidieregeling-palliatieve-terminale-zorg-en-geestelijke-verzorging-thuis","Kamerbrief over Voorhang verlenging van Subsidieregeling palliatieve terminale zorg en geestelijke verzorging thuis",2026-03-09 16:25:36,"30a613a5-20a0-40d7-82c6-1c5a174bfe8a"
"Antwoorden op Kamervragen over het bericht ‘Langer thuiswonen? ‘Ouderen komen nu al vies en verwaarloosd op de eerste hulp’’ ","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/09/antwoorden-op-kamervragen-over-het-bericht-langer-thuiswonen-ouderen-komen-nu-al-vies-en-verwaarloosd-op-de-eerste-hulp","Antwoorden op Kamervragen over het bericht ‘Langer thuiswonen? ‘Ouderen komen nu al vies en verwaarloosd op de eerste hulp’’",2026-03-09 16:23:38,"f25638aa-a46e-4c14-b232-1df42a88eb9c"
"Antwoorden op Kamervragen over het bericht in de Linda ‘Nicole (45) is door Long Covid al vier jaar niet thuis geweest ‘ik zie mijn kinderen een keer per week’’","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/09/antwoorden-op-kamervragen-over-het-bericht-in-de-linda-nicole-45-is-door-long-covid-al-vier-jaar-niet-thuis-geweest-ik-zie-mijn-kinderen-een-keer-per-week","Antwoorden op Kamervragen over het bericht in de Linda ‘Nicole (45) is door Long Covid al vier jaar niet thuis geweest ‘ik zie mijn kinderen een keer per week’’",2026-03-09 16:23:13,"be7dd3f7-8cf2-495d-a9f0-b49ecdd56a23"
"Antwoorden op Kamervragen over het artikel 'Verpleeghuisbewoners opsluiten mag niet meer ook mensen met dementie zijn bovenal vrije burgers'","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/09/antwoorden-op-kamervragen-over-het-artikel-verpleeghuisbewoners-opsluiten-mag-niet-meer-ook-mensen-met-dementie-zijn-bovenal-vrije-burgers","Antwoorden op Kamervragen over het artikel 'Verpleeghuisbewoners opsluiten mag niet meer ook mensen met dementie zijn bovenal vrije burgers'",2026-03-09 16:20:53,"d3d61f8e-1b74-4df0-950e-007fecec033a"
"Antwoorden op Kamervragen over het bericht dat vier specialistische zorgvilla's voor ernstig zieke en gehandicapte kinderen onverwachts gaan sluiten","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/02/antwoorden-op-kamervragen-over-het-bericht-dat-vier-specialistische-zorgvilla-s-voor-ernstig-zieke-en-gehandicapte-kinderen-onverwachts-gaan-sluiten","Minister Sterk (Langdurige Zorg, Jeugd en Sport) geeft antwoord op vragen over het bericht dat vier specialistische zorgvilla's voor ernstig zieke en gehandicapte kinderen onverwachts gaan sluiten. Het Tweede Kamerlid Bikker (ChristenUnie) had de vragen gesteld.Antwoorden op Kamervragen over het bericht dat vier specialistische zorgvilla's voor ernstig zieke en gehandicapte kinderen onverwachts gaan sluiten",2026-03-09 16:10:14,"81f0c2fe-bc48-4bef-81d8-0ac15901c331"
"Antwoorden op Kamervragen over de sluiting van verpleegkundig kinderzorghuizen voor ernstig zieke kinderen","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/02/antwoorden-op-kamervragen-over-de-sluiting-van-verpleegkundig-kinderzorghuizen-voor-ernstig-zieke-kinderen","Minister Sterk (Langdurige Zorg, Jeugd en Sport) geeft antwoord op vragen over de sluiting van verpleegkundig kinderzorghuizen voor ernstig zieke kinderen. Het Tweede Kamerlid Bikker (ChristenUnie) had de vragen gesteld.Antwoorden op Kamervragen over de sluiting van verpleegkundig kinderzorghuizen voor ernstig zieke kinderen",2026-03-09 16:05:34,"6c8924e5-0225-4d4f-b0ae-41448e75d789"
"Uitstelbrief bij Kamervragen over het bericht dat het Alrijne Ziekenhuis oogcontroles afbouwt en naar de privékliniek van eigen oogartsen verwijst ","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/09/uitstelbrief-bij-kamervragen-over-het-bericht-dat-het-alrijne-ziekenhuis-oogcontroles-afbouwt-en-naar-de-privekliniek-van-eigen-oogartsen-verwijst","Uitstelbrief bij Kamervragen over het bericht dat het Alrijne Ziekenhuis oogcontroles afbouwt en naar de privékliniek van eigen oogartsen verwijst",2026-03-09 15:31:25,"22a93331-59c1-421d-b733-d2110ff672d9"
