"item_title","item_link","item_description","item_pub_date","item_guid"
"Antwoorden op Kamervragen over gezondheid en kankerrisico’s rond Chemelot","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/03/31/antwoorden-op-kamervragen-over-gezondheid-en-kankerrisico-s-rond-chemelot","Minister Hermans (VWS) geeft antwoord op vragen over het RIVM-rapport 'Gezondheid en leefomgeving rond Chemelot', waarin staat dat er onvoldoende gezondheidsgegevens beschikbaar zijn om vast te stellen of ziekten, waaronder kanker, rond Chemelot vaker voorkomen dan elders in Nederland. Het Tweede Kamerlid Claassen (groep-Markuszower) had de vragen gesteld.Antwoorden op Kamervragen over gezondheid en kankerrisico’s rond Chemelot",2026-04-13 17:00:05,"693fa370-2a9e-4c81-8bed-8b7b000da5f3"
"Kamerbrief over Publicatie van het besluit houdende wijziging Tabaks- en rookwarenwet in verband met het verhogen van de boetes voor onlineverkoop en verkoopverbod in supermarkten en horeca-inrichtingen alsmede wijziging van het Tabaks- en rookwarenbesluit in verband met een verbod op het aanbieden van tabaksproducten en aanverwante producten voor verkoop op afstand en enige andere aanpassingen (Stb. 2026, 63)","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/kamerbrief-over-publicatie-van-het-besluit-houdende-wijziging-tabaks-en-rookwarenwet-in-verband-met-het-verhogen-van-de-boetes-voor-onlineverkoop-en-verkoopverbod-in-supermarkten-en-horeca-inrichtingen-alsmede-wijziging-van-het-tabaks-en-rookwarenbesluit-in-verband-met-een-verbod-op-het-aanbieden-van-tabaksproducten-en-aanverwante-producten-voor-verkoop-op-afstand-en-enige-andere-aanpassingen-stb-2026-63","De Eerste Kamer heeft eenzelfde brief gekregen.Kamerbrief over Publicatie van het besluit houdende wijziging Tabaks- en rookwarenwet in verband met het verhogen van de boetes voor onlineverkoop en verkoopverbod in supermarkten en horeca-inrichtingen alsmede wijziging van het Tabaks- en rookwarenbesluit in verband met een verbod op het aanbieden van tabaksproducten en aanverwante producten voor verkoop op afstand en enige andere aanpassingen (Stb. 2026, 63)",2026-04-13 14:53:51,"9d4cb116-df64-4dd2-8c67-7472c4dcd474"
"Antwoorden op Kamervragen over de wijziging van automatische uitbetaling naar declaratie voor Zilveren Kruis-verzekerden met een hulphond","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/antwoorden-op-kamervragen-over-de-wijziging-van-automatische-uitbetaling-naar-declaratie-voor-zilveren-kruis-verzekerden-met-een-hulphond","Antwoorden op Kamervragen over de wijziging van automatische uitbetaling naar declaratie voor Zilveren Kruis-verzekerden met een hulphond",2026-04-13 14:31:23,"b74d128b-1de2-41c9-b1ae-48234e65c7b0"
"Kamerbrief inzake Tussentijdsverslag rapporteurschap tabak","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/kamerbrief-inzake-tussentijdsverslag-rapporteurschap-tabak","Kamerbrief inzake Tussentijdsverslag rapporteurschap tabak",2026-04-13 11:50:37,"4ad155a7-9767-46fd-a457-04d4111038a5"
"Beantwoording Kamervragen van het lid Wendel (VVD) over het bericht dat Nederland de Britse methode om zwangere vrouwen te laten stoppen met roken test","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/beantwoording-kamervragen-van-het-lid-wendel-vvd-over-het-bericht-dat-nederland-de-britse-methode-om-zwangere-vrouwen-te-laten-stoppen-met-roken-test","Beantwoording Kamervragen van het lid Wendel (VVD) over het bericht dat Nederland de Britse methode om zwangere vrouwen te laten stoppen met roken test",2026-04-13 10:01:15,"95e9e963-40e6-4452-883f-096f2727b15d"
"Antwoorden op Kamervragen over een tekort aan niet-westerse donoren","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/antwoorden-op-kamervragen-over-een-tekort-aan-niet-westerse-donoren","Antwoorden op Kamervragen over een tekort aan niet-westerse donoren",2026-04-13 09:53:11,"a3c194bb-9248-46d1-9cbc-b16663d195b2"
"Kamerbrief inzake 3-den; petitie met betrekking tot erfelijke aanleg voor kanker","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/kamerbrief-inzake-3-den-petitie-met-betrekking-tot-erfelijke-aanleg-voor-kanker","Kamerbrief inzake 3-den; petitie met betrekking tot erfelijke aanleg voor kanker",2026-04-13 09:35:38,"e43522b6-7a85-4a59-bcfb-a94002c862bb"
"Kamerbrief met beleidsreactie op monitor over Seksueel Geweld tegen kinderen 2020 - 2024","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/10/tk-beleidsreactie-monitor-seksueel-geweld-tegen-kinderen-2020-2024","Minister Van Weel (JenV), minister Sterk (n Langdurige Zorg, Jeugd en Sport,) en staatssecretaris Tielen (Onderwijs en Emancipatie) sturen de Tweede Kmer het rapport 'Monitor Seksueel Geweld tegen Kinderen 2020 – 2024' van de Nationaal Rapporteur mensenhandel en seksueel geweld tegen kinderen. Zij geven hun beleidsreactie.Kamerbrief met beleidsreactie op monitor over Seksueel Geweld tegen kinderen 2020 - 2024",2026-04-13 06:07:21,"a46f97a5-34b9-4950-bc43-87097c0187ef"
"Kamerbrief over voortgang antisemitismebestrijding april 2026","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/10/tk-antisemitismebestrijding","Minister Van Weel (JenV) en minister Letschert (OCW) informeren de Tweede Kamer over de inzet van het kabinet tegen antisemitisme in Nederland. Zij bespreken de voortgang en actualisatie van de Strategie Bestrijding Antisemitisme 2024–2030. Ook geven zij hun beleidsreactie op het rapport 'Gevangen in Vrijheden' van de Taskforce Bestrijding Antisemitisme. De Tweede Kamer had dit rapport op 2 februari 2026 ontvangen.Kamerbrief over voortgang antisemitismebestrijding april 2026",2026-04-13 05:56:48,"1015e10f-5ceb-4bba-99b9-dfce212b5563"
"Bijlage Overzicht en stand van zaken alle maatregelen Strategie Antisemitisme Bestrijding 2024-2030","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/10/tk-bijlage-overzicht-en-stand-van-zaken-alle-maatregelen-strategie-antisemitisme-bestrijding-2024-2030","Bijlage bij de 'Kamerbrief over voortgang antisemitismebestrijding april 2026'. De bijlage geeft een overzicht van de stand van zaken van de maatregelen uit de Strategie Antisemitisme Bestrijding 2024-2030. Het gaat om  de pijlers Beschermen, monitoren en opvolgen, Onderwijs en preventie  en  Herdenken en vieren.Bijlage Overzicht en stand van zaken alle maatregelen Strategie Antisemitisme Bestrijding 2024-2030",2026-04-13 05:56:27,"9ead05d7-8aca-480a-98e5-17bf8e382e8b"
