"item_title","item_link","item_description","item_pub_date","item_guid"
"Kamerbrief Continueren sluis Pluvicto","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/15/kamerbriefcontinuerensluispluvicto","Kamerbrief Continueren sluis Pluvicto",2026-04-15 07:14:38,"bf6c2cbb-8919-4795-8615-50a31dfc9334"
"Kamerbrief over stand van zaken Villa ExpertCare (II)","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/10/kamerbrief-over-stand-van-zaken-villa-expertcare-ii","Minister Sterk (Langdurige Zorg, Jeugd en Sport) informeert de Tweede Kamer over de actuele stand van zaken rond Villa ExpertCare (VEC). Zij gaat in op: - de uitkomsten van het overleg dat zij op 8 april met alle betrokken partijen heeft gevoerd; - het borgen van de kwaliteit van zorg en de langetermijnoplossingen en  -  de continuïteit van zorg. Ook gaat zij in op moties van en toezeggingen aan de Tweede Kamer.Kamerbrief over stand van zaken Villa ExpertCare (II)",2026-04-14 14:57:41,"91ae3631-b1f3-4fc7-8c17-a80f652be060"
"Kamerbrief over voortgang Integraal Zorgakkoord (IZA) en Aanvullend Zorg- en Welzijnsakkoord (AZWA)","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/09/kamerbrief-inzake-voortgang-integraal-zorgakkoord-iza-en-aanvullend-zorg-en-welzijnsakkoord-azwa","Minister Hermans (VWS) en minister Sterk (Langdurige Zorg, Jeugd en Sport) informeren de Tweede Kamer over de voortgang van de afspraken die gemaakt zijn in het Integraal Zorgakkoord (IZA) en het Aanvullend Zorg- en Welzijnsakkoord (AZWA).Kamerbrief over voortgang Integraal Zorgakkoord (IZA) en Aanvullend Zorg- en Welzijnsakkoord (AZWA)",2026-04-14 14:29:03,"176227d3-6d9b-4552-a77f-5a51e2eee07d"
"Antwoorden op Kamervragen over bericht dat Nederland Britse methode om zwangere vrouwen te laten stoppen met roken test","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/beantwoording-kamervragen-van-het-lid-wendel-vvd-over-het-bericht-dat-nederland-de-britse-methode-om-zwangere-vrouwen-te-laten-stoppen-met-roken-test","Minister Hermans (VWS) geeft antwoord op vragen over het bericht dat Nederland de Britse methode om zwangere vrouwen te laten stoppen met roken test. Het Tweede Kamerlid Wendel (VVD) had de vragen gesteld.Antwoorden op Kamervragen over bericht dat Nederland Britse methode om zwangere vrouwen te laten stoppen met roken test",2026-04-14 14:17:19,"95e9e963-40e6-4452-883f-096f2727b15d"
"Kamerbrief over wijziging Tabaks- en rookwarenwet","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/kamerbrief-over-publicatie-van-het-besluit-houdende-wijziging-tabaks-en-rookwarenwet-in-verband-met-het-verhogen-van-de-boetes-voor-onlineverkoop-en-verkoopverbod-in-supermarkten-en-horeca-inrichtingen-alsmede-wijziging-van-het-tabaks-en-rookwarenbesluit-in-verband-met-een-verbod-op-het-aanbieden-van-tabaksproducten-en-aanverwante-producten-voor-verkoop-op-afstand-en-enige-andere-aanpassingen-stb-2026-63","Minister Hermans (VWS) informeert de Tweede Kamer over het de wijziging van de Tabaks- en rookwarenwet in verband met het verhogen van de boetes voor online verkoop, verkoopverbod in supermarkten en horeca-inrichtingen en het verbod op het aanbieden van tabaksproducten en aanverwante producten voor verkoop op afstand en enige andere aanpassingen. De Eerste Kamer heeft eenzelfde brief gekregen.Kamerbrief over wijziging Tabaks- en rookwarenwet",2026-04-14 14:13:55,"9d4cb116-df64-4dd2-8c67-7472c4dcd474"
"Kamerbrief over reactie op petitie over erfelijke aanleg voor kanker","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/kamerbrief-inzake-3-den-petitie-met-betrekking-tot-erfelijke-aanleg-voor-kanker","Minister Hermans (VWS) stuurt de Tweede Kamer een reactie op de petitie over erfelijke aanleg voor kanker. De indieners vragen aandacht voor het beter informeren van familieleden, het laagdrempelig aanbieden van erfelijkheidsadvies, DNA-onderzoek en periodieke screening.Kamerbrief over reactie op petitie over erfelijke aanleg voor kanker",2026-04-14 13:56:07,"e43522b6-7a85-4a59-bcfb-a94002c862bb"
"Kamerbrief over uitvoering motie financiering forensisch medisch onderzoek na seksueel geweld","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/09/kamerbrief-over-inzake-uitvoering-motie-van-aelst-den-uijl-c-s-over-financiering-van-forensisch-medisch-onderzoek-na-seksueel-geweld-36-600-xvi-s","Minister Sterk (Langdurige Zorg, Jeugd en Sport) informeert de Eerste Kamer over de uitvoering van de motie-Van Aelst-den Uijl c.s.. Deze motie vraagt de regering om de Kamer te informeren over de voortgang van de implementatie van de Richtlijn specifiek over de financiering van forensisch medisch onderzoek na seksueel geweld en het waarborgen dat slachtoffers van seksueel geweld niet geconfronteerd worden met de kosten van rape kits. De vaste Eerste Kamercommissie voor Volksgezondheid, Welzijn en Sport had hierom verzocht.Kamerbrief over uitvoering motie financiering forensisch medisch onderzoek na seksueel geweld",2026-04-14 13:47:31,"afb609b2-eb72-4376-b04b-ec501cb1408c"
"Antwoorden op Kamervragen over tekort aan niet-westerse donoren","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/antwoorden-op-kamervragen-over-een-tekort-aan-niet-westerse-donoren","Minister Hermans (VWS) geeft antwoord op vragen over een tekort aan niet-westerse donoren. Het Tweede Kamerlid Paulusma (D66) had de vragen gesteld.Antwoorden op Kamervragen over tekort aan niet-westerse donoren",2026-04-14 13:36:47,"a3c194bb-9248-46d1-9cbc-b16663d195b2"
"Antwoorden op Kamervragen over wijziging automatische uitbetaling Zilveren Kruis-verzekerden met een hulphond","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/antwoorden-op-kamervragen-over-de-wijziging-van-automatische-uitbetaling-naar-declaratie-voor-zilveren-kruis-verzekerden-met-een-hulphond","Minister Hermans (VWS) geeft antwoord op vragen over de wijziging van automatische uitbetaling naar declaratie voor Zilveren Kruis-verzekerden met een hulphond. Het Tweede Kamerlid Maeijer (PVV) had de vragen gesteld.Antwoorden op Kamervragen over wijziging automatische uitbetaling Zilveren Kruis-verzekerden met een hulphond",2026-04-14 13:22:05,"b74d128b-1de2-41c9-b1ae-48234e65c7b0"
"Beantwoording vragen over bericht ‘Defensie overweegt versoepeling drugsbeleid: ‘Geen direct ontslag’’","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/14/beantwoording-schriftelijke-vragen-van-het-lid-van-den-brink-cda-over-versoepeling-drugsbeleid","Staatssecretaris Boswijk (Defensie) beantwoordt vragen over het bericht ‘Defensie overweegt versoepeling drugsbeleid: ‘Geen direct ontslag’’. De vragen zijn van het Kamerlid Van den Brink (CDA).Beantwoording vragen over bericht ‘Defensie overweegt versoepeling drugsbeleid: ‘Geen direct ontslag’’",2026-04-14 10:44:33,"84befcfe-05e6-4a49-9350-c44b352a2828"
"Uitstelbrief antwoorden Kamervragen over de uitkomsten van Europees rioolwateronderzoek naar drugsgebruik, waaruit blijkt dat Nederland hoog scoort op MDMA en ketamine","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/14/uitstelbrief-antwoorden-kamervragen-over-de-uitkomsten-van-europees-rioolwateronderzoek-naar-drugsgebruik-waaruit-blijkt-dat-nederland-hoog-scoort-op-mdma-en-ketamine","Uitstelbrief antwoorden Kamervragen over de uitkomsten van Europees rioolwateronderzoek naar drugsgebruik, waaruit blijkt dat Nederland hoog scoort op MDMA en ketamine",2026-04-14 09:18:47,"54911adc-327f-49a1-b17f-73b3c4ad5773"
"Kamerbrief met reactie op tussentijdsverslag rapporteurschap tabak","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/13/kamerbrief-inzake-tussentijdsverslag-rapporteurschap-tabak","Minister Hermans (VWS) stuurt de Tweede Kamer een reactie op het tussentijdsverslag van de rapporteurs Europese tabakswetgeving. De vaste Kamercommissie voor Volksgezondheid, Welzijn en Sport had om een reactie verzocht.Kamerbrief met reactie op tussentijdsverslag rapporteurschap tabak",2026-04-14 08:24:21,"4ad155a7-9767-46fd-a457-04d4111038a5"
"Kamerbrief over wetgevingsoverleg aanpassing Regeling dienstverlening aan huis","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/01/22/kamerbrief-over-wijziging-van-de-werkloosheidswet-en-enige-andere-wetten-vanwege-aanpassing-van-de-rdah-compensatie-zvw-pgb-budgethouders","Staatssecretaris Pouw-Verweij (Langdurige en Maatschappelijke Zorg) stuurt de Tweede Kamer een brief na een wetgevingsoverleg over wijziging van de Werkloosheidswet (Ww) en enige andere wetten vanwege aanpassing van de Regeling  dienstverlening aan huis (Rdah). Kamerbrief over wetgevingsoverleg aanpassing Regeling dienstverlening aan huis",2026-04-14 08:11:43,"4295fdfa-aa97-403d-b95c-3b8cd24e2a8e"
"Aanbiedingsbrief bij nota naar aanleiding van het verslag wetsvoorstel wijziging Wet langdurige zorg in verband met de aanvraag van een Wlz-indicatie door familie","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/04/07/kamerbrief-over-nota-naar-aanleiding-van-het-verslag-inzake-wetsvoorstel-tot-wijziging-van-de-wet-langdurige-zorg-in-verband-met-de-aanvraag-van-een-wlz-indicatie-door-familie-kamerstuknummer-36882","Minister Sterk (Langdurige Zorg, Jeugd en Sport) stuurt de Tweede Kamer de nota naar aanleiding van het verslag over het wetsvoorstel tot wijziging van de Wet langdurige zorg in verband met de aanvraag van een Wlz-indicatie door familie.Aanbiedingsbrief bij nota naar aanleiding van het verslag wetsvoorstel wijziging Wet langdurige zorg in verband met de aanvraag van een Wlz-indicatie door familie",2026-04-14 07:56:48,"f07fc62d-5d41-4ba3-8777-30a2d974850a"
