"item_title","item_link","item_description","item_pub_date","item_guid"
"Aanbiedingsbrief bij 2 rapporten NZa over langdurige zorg","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/16/kamerbrief-over-aanbieding-nza-rapporten-inzake-de-langdurige-zorg","Staatssecretaris Pouw-Verweij (Langdurige en Maatschappelijke Zorg) biedt de Tweede Kamer 2 rapporten aan die zijn opgesteld door de Nederlandse Zorgautoriteit (NZa). De rapporten gaan over langdurige zorg.  Aanbiedingsbrief bij 2 rapporten NZa over langdurige zorg",2026-03-02 07:41:00,"aada75ca-0d41-43f2-a653-7d4d531bd9e9"
"Kamerbrief over aanwijzing uitvoering beschikbaarheidsbijdrage (medische) vervolgopleidingen vanaf 2026","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/16/kamerbrief-over-aanwijzing-nza-inzake-de-beschikbaarheidbijdrage-medische-vervolgopleidingen-2026","Minister Bruijn (VWS) stuurt de Tweede Kamer de aanwijzing die hij heeft gegeven aan de Nederlandse Zorgautoriteit (NZa) om de beschikbaarheidsbijdrage voor (medische) vervolgopleidingen vanaf 2026 te verdelen over opleidende zorgaanbieders. Naar de Eerste Kamer is eenzelfde brief gestuurd.Kamerbrief over aanwijzing uitvoering beschikbaarheidsbijdrage (medische) vervolgopleidingen vanaf 2026",2026-03-02 07:09:07,"e55c81dd-5a21-496b-9650-e3222861d0bd"
"Antwoorden op Kamervragen over bericht ‘Marijns zoon nam middelen van funcaps en overleed'","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/01/28/antwoorden-op-kamervragen-over-het-bericht-marijns-zoon-nam-middelen-van-funcaps-en-overleed-er-is-geen-drempel-om-deze-shit-te-gebruiken","Minister Bruijn (VWS) geeft antwoord op de vragen over het bericht 'Marijns zoon nam middelen van funcaps en overleed: “Er is geen drempel om deze shit te gebruiken”'. Het Tweede Kamerlid Diederik van Dijk (SGP) had de vragen gesteld.Antwoorden op Kamervragen over bericht ‘Marijns zoon nam middelen van funcaps en overleed'",2026-02-27 18:24:46,"1afeb4e9-449d-4346-bac6-bbe38712bfb1"
"Antwoorden op vragen over Jaarrapportage afbreking zwangerschap (Wafz)","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/16/kamerbrief-inzake-vragen-n-a-v-de-jaarrapportage-afbreking-zwangerschap-wafz-2024","Staatssecretaris Tielen (Jeugd, Preventie en Sport) geeft antwoord op vragen over de jaarrapportage Wet afbreking zwangerschap (Wafz) 2024. De vaste Eerste Kamercommissie voor Volksgezondheid, Welzijn en Sport (VWS) had de vragen gesteld.Antwoorden op vragen over Jaarrapportage afbreking zwangerschap (Wafz)",2026-02-27 17:37:27,"a3dff7ef-8811-4557-b6be-adcaa4bb1508"
"Antwoorden op Kamervragen over burgerinitiatief 'My Voice, My Choice'","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/03/antwoorden-op-kamervragen-over-de-stemming-in-het-europees-parlement-over-het-burgerinitiatief-my-voice-my-choice","Staatssecretaris Tielen (Jeugd, Preventie en Sport) geeft antwoord op vragen over de stemming in het Europees Parlement over het burgerinitiatief 'My Voice, My Choice'. Het Tweede Kamerlid Diederik van Dijk (SGP) had de vragen gesteld.Antwoorden op Kamervragen over burgerinitiatief 'My Voice, My Choice'",2026-02-27 16:49:15,"911c0c73-e077-492c-a04c-240db97f42b3"
"Antwoorden op vragen so over Hoofdzaak Advies voorkomen hersenletsel bij sport","https://www.rijksoverheid.nl/documenten/kamerstukken/2025/12/16/kamerbrief-over-schriftelijk-overleg-so-inzake-hoofdzaak-advies-om-hersenletsel-door-sport-te-voorkomen","Staatssecretaris Tielen (Jeugd, Preventie en Sport) geeft antwoord op vragen uit het Schriftelijk Overleg (SO) over Hoofdzaak Advies rondom de maatregelen en het voorkomen van hersenletsel bij sport. De vaste Commissie voor Volksgezondheid, Welzijn en Sport heeft de vragen gesteld. Antwoorden op vragen so over Hoofdzaak Advies voorkomen hersenletsel bij sport",2026-02-27 16:43:04,"23d48390-915a-4882-8f6d-a4f68186da75"
"Antwoorden op Kamervragen over artikel 'Bonje tussen nieuwe en oude eigenaar ggz-organisatie Inter-Psy'","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/03/antwoorden-op-kamervragen-over-het-artikel-bonje-tussen-nieuwe-en-oude-eigenaar-ggz-organisatie-inter-psy-we-zitten-in-een-vechtscheiding","Minister Bruijn (VWS)  geeft antwoord op vragen over het artikel 'Bonje tussen nieuwe en oude eigenaar ggz-organisatie Inter-Psy: ‘We zitten in een vechtscheiding’'. Het Tweede Kamerlid Jimmy Dijk (SP) had de vragen gesteld.Antwoorden op Kamervragen over artikel 'Bonje tussen nieuwe en oude eigenaar ggz-organisatie Inter-Psy'",2026-02-27 16:22:10,"ec3b2076-effe-49ba-8941-67a7751d3350"
"Antwoorden op Kamervragen over artikel 'Beperkte vaccinatie gordelroos vergroot ongelijkheid'","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/27/antwoorden-op-kamervragen-over-het-artikel-beperkte-vaccinatie-gordelroos-vergroot-ongelijkheid","Minister Hermans (VWS) geeft antwoord op vragen over het artikel 'Beperkte vaccinatie gordelroos vergroot ongelijkheid'. Het Tweede Kamerlid Van Brenk (50PLUS) had de vragen gesteld.Antwoorden op Kamervragen over artikel 'Beperkte vaccinatie gordelroos vergroot ongelijkheid'",2026-02-27 16:02:19,"484983f2-a3d6-42e5-8ef9-b78023d937eb"
"Kamerbrief over deelname van Russische en Belarussische sporters aan Paralympische Spelen","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/27/kamerbrief-over-deelname-van-russische-en-belarussische-sporters-aan-paralympische-spelen","Kamerbrief over deelname van Russische en Belarussische sporters aan Paralympische Spelen",2026-02-27 15:49:25,"c37621a0-e940-45c7-8545-104d337593d6"
"Antwoorden op Kamervragen over het bericht dat er schrijnende toestanden bij ouderen zijn door langer thuis wonen","https://www.rijksoverheid.nl/documenten/kamerstukken/2026/02/27/antwoorden-op-kamervragen-over-het-bericht-dat-er-schrijnende-toestanden-bij-ouderen-zijn-door-langer-thuis-wonen","Antwoorden op Kamervragen over het bericht dat er schrijnende toestanden bij ouderen zijn door langer thuis wonen",2026-02-27 15:37:43,"afe0d823-dc1c-43a2-b430-27857d035d83"
